source_id,source_label,edge_type,target_id,target_label,aspect,condition,polarity,polarity_basis,book,page,section,evidence,pass,status,supersession_basis,general_rule_id,review_flag
spell_bigbys_forceful_hand,Bigby’s Forceful Hand,MODIFIES,ex_movement_rate,Movement Rate,the target's movement,,worsens,read,PHB,83,Bigby’s Forceful Hand,explicit_rule,spell-scan,core,,,
spell_bigbys_grasping_hand,Bigby’s Grasping Hand,CROSS_REFERENCES,spell_bigbys_forceful_hand,Bigby’s Forceful Hand,a stronger version,,neutral,derived,PHB,86,Bigby’s Grasping Hand,explicit_reference,spell-scan,core,,,
spell_bigbys_grasping_hand,Bigby’s Grasping Hand,TRIGGERS,rule_immobile,Total Immobility,holds a creature motionless,,inflicts,read,PHB,86,Bigby’s Grasping Hand,explicit_rule,spell-scan,core,,,
spell_clone,Clone,TRIGGERS,rule_insanity,Insanity,madness in the pair,,inflicts,read,PHB,89,Clone,explicit_rule,spell-scan,core,,,
spell_cone_of_cold,Cone of Cold,EXCLUDES,spell_prismatic_sphere,Prismatic Sphere,a globe destroyed,the globes must be destroyed in order,negates,derived,PHB,93,Prismatic Sphere,explicit_rule,spell-scan,core,,,
spell_conjure_elemental,Conjure Elemental,GATES,spell_distance_distortion,Distance Distortion,an elemental to command,,enables,derived,PHB,80,Distance Distortion,explicit_rule,spell-scan,core,,,
spell_conjure_elemental,Conjure Elemental,TRIGGERS,rule_concentration,Concentration,concentration broken,,inflicts,read,PHB,79,Conjure Elemental,explicit_rule,spell-scan,core,,,
spell_contact_other_plane,Contact Other Plane,TRIGGERS,rule_insanity,Insanity,contact with distant planes,,inflicts,read,PHB,80,Contact Other Plane,explicit_rule,spell-scan,core,,,
spell_continual_light,Continual Light,EXCLUDES,spell_prismatic_sphere,Prismatic Sphere,a globe destroyed,the globes must be destroyed in order,negates,derived,PHB,93,Prismatic Sphere,explicit_rule,spell-scan,core,,,
spell_delayed_blast_fireball,Delayed Blast Fireball,CROSS_REFERENCES,spell_fireball,Fireball,otherwise the same spell,,neutral,derived,PHB,87,Delayed Blast Fireball,explicit_reference,spell-scan,core,,,
spell_detect_magic,Detect Magic,EXCLUDES,spell_simulacrum,Simulacrum,instantly reveals the duplicate,,negates,derived,PHB,88,Simulacrum,explicit_rule,spell-scan,core,,,
spell_disintegrate,Disintegrate,EXCLUDED_FROM,spell_anti_magic_shell,Anti-Magic Shell,cannot affect it,,negates,derived,PHB,83,Disintegrate,explicit_rule,spell-scan,core,,,
spell_disintegrate,Disintegrate,EXCLUDED_FROM,spell_globe_of_invulnerability,Globe of Invulnerability,cannot affect it,,negates,derived,PHB,83,Disintegrate,explicit_rule,spell-scan,core,,,
spell_disintegrate,Disintegrate,EXCLUDES,spell_prismatic_sphere,Prismatic Sphere,a globe destroyed,the globes must be destroyed in order,negates,derived,PHB,93,Prismatic Sphere,explicit_rule,spell-scan,core,,,
spell_disintegrate,Disintegrate,EXCLUDES,spell_wall_of_force,Wall of Force,destroys it immediately,,negates,derived,PHB,82,Wall of Force,explicit_rule,spell-scan,core,,,
spell_disintegrate,Disintegrate,EXCLUDES,spell_wall_of_stone,Wall of Stone,destroys the wall,,negates,derived,PHB,82,Wall of Stone,explicit_rule,spell-scan,core,,,
spell_dispel_magic,Dispel Magic,EXCLUDES,spell_power_word_blind,"Power Word, Blind",removes the blindness,,negates,derived,PHB,91,"Power Word, Blind",explicit_rule,spell-scan,core,,,
spell_dispel_magic,Dispel Magic,EXCLUDES,spell_prismatic_sphere,Prismatic Sphere,a globe destroyed,the globes must be destroyed in order,negates,derived,PHB,93,Prismatic Sphere,explicit_rule,spell-scan,core,,,
spell_dispel_magic,Dispel Magic,EXCLUDES,spell_temporal_stasis,Temporal Stasis,removal of the stasis,,negates,derived,PHB,93,Temporal Stasis,explicit_rule,spell-scan,core,,,
spell_dispel_magic,Dispel Magic,EXCLUDES,spell_vanish,Vanish,recovery of the item,,negates,derived,PHB,89,Vanish,explicit_rule,spell-scan,core,,,
spell_dispel_magic,Dispel Magic,MODIFIES,spell_guards_and_wards,Guards and Wards,effects removed,,worsens,read,PHB,84,Guards and Wards,explicit_rule,spell-scan,core,,,
spell_duo_dimension,Duo-Dimension,GATES,rule_invisibility,Invisibility,turning sideways confers it,,enables,derived,PHB,87,Duo-Dimension,explicit_rule,spell-scan,core,,,
spell_duo_dimension,Duo-Dimension,MODIFIES,rule_hit_points,Hit Points,damage while visible,,worsens,read,PHB,87,Duo-Dimension,explicit_rule,spell-scan,core,,,
spell_enchant_an_item,Enchant an Item,CONSUMES,rule_time,Time,days of uninterrupted casting,,neutral,derived,PHB,83,Enchant an Item,explicit_rule,spell-scan,core,,,
spell_enchant_an_item,Enchant an Item,EXCLUDED_FROM,spell_haste,Haste,casting time,,negates,derived,PHB,83,Enchant an Item,explicit_rule,spell-scan,core,,,
spell_enchant_an_item,Enchant an Item,GATES,item_magic_item,Magic Device,preparation to receive magic,,enables,derived,PHB,83,Enchant an Item,explicit_rule,spell-scan,core,,,
spell_enchant_an_item,Enchant an Item,GATES,spell_trap_the_soul,Trap the Soul,preparing the prison gem,,enables,derived,PHB,92,Trap the Soul,explicit_rule,spell-scan,core,,,
spell_extension_ii,Extension II,MODIFIES,rule_spell_duration,Spell Duration,duration of a spell,,improves,read,PHB,80,Extension II,explicit_rule,spell-scan,core,,,
spell_extension_iii,Extension III,MODIFIES,rule_spell_duration,Spell Duration,duration of a spell,,improves,read,PHB,84,Extension III,explicit_rule,spell-scan,core,,,
spell_geas,Geas,EXCLUDED_FROM,spell_dispel_magic,Dispel Magic,negation of the geas,,negates,derived,PHB,84,Geas,explicit_rule,spell-scan,core,,,
spell_geas,Geas,EXCLUDED_FROM,spell_remove_curse,Remove Curse,negation of the geas,,negates,derived,PHB,84,Geas,explicit_rule,spell-scan,core,,,
spell_geas,Geas,MODIFIES,abil_strength,Strength,loss while evading,,worsens,read,PHB,84,Geas,explicit_rule,spell-scan,core,,,
spell_globe_of_invulnerability,Globe of Invulnerability,EXCLUDES,rule_spell_level,Spell Level,spells that penetrate,,negates,derived,PHB,84,Globe of Invulnerability,explicit_rule,spell-scan,core,,,
spell_guards_and_wards,Guards and Wards,CROSS_REFERENCES,spell_web,Web,stairs within,,neutral,derived,PHB,84,Guards and Wards,explicit_reference,spell-scan,core,,,
spell_guards_and_wards,Guards and Wards,CROSS_REFERENCES,spell_wizard_lock,Wizard Lock,doors within,,neutral,derived,PHB,84,Guards and Wards,explicit_reference,spell-scan,core,,,
spell_guards_and_wards,Guards and Wards,EXCLUDED_FROM,spell_remove_curse,Remove Curse,removal by curse-lifting,,negates,derived,PHB,84,Guards and Wards,explicit_rule,spell-scan,core,,,
spell_gust_of_wind,Gust of Wind,EXCLUDES,spell_prismatic_sphere,Prismatic Sphere,a globe destroyed,the globes must be destroyed in order,negates,derived,PHB,93,Prismatic Sphere,explicit_rule,spell-scan,core,,,
spell_hold_monster,Hold Monster,CROSS_REFERENCES,spell_slow,Slow,partial negation,,neutral,derived,PHB,80,Hold Monster,explicit_reference,spell-scan,core,,,
spell_hold_monster,Hold Monster,TRIGGERS,rule_immobile,Total Immobility,creatures are immobilized,,inflicts,read,PHB,80,Hold Monster,explicit_rule,spell-scan,core,,,
spell_leomunds_secret_chest,Leomund’s Secret Chest,EXCLUDED_FROM,spell_wish,Wish,recovery of the chest,,negates,derived,PHB,80,Leomund’s Secret Chest,explicit_rule,spell-scan,core,,,
spell_limited_wish,Limited Wish,GATES,spell_simulacrum,Simulacrum,the duplicate's knowledge,,enables,derived,PHB,88,Simulacrum,explicit_rule,spell-scan,core,,,
