source_id,source_label,edge_type,target_id,target_label,aspect,condition,polarity,polarity_basis,book,page,section,evidence,pass,status,supersession_basis,general_rule_id,review_flag
exp_level,Experience Level,MODIFIES,xp_treasure,Experience for Treasure,award for the guardian,,worsens,read,PHB,106,EXPERIENCE,explicit_rule,page-sweep,core,,,
hench_loyalty,Loyalty Base,CONSTRAINS,exp_level,Experience Level,henchman share,,worsens,read,PHB,107,EXPERIENCE,explicit_rule,page-sweep,core,,,
item_magic_item,Magic Device,MODIFIES,cbt_armor_class,Armor Class,magical protection,,improves,read,PHB,105,Armor Class:,explicit_rule,page-sweep,core,,,
item_magic_item,Magic Device,MODIFIES,xp_treasure,Experience for Treasure,value of items gained,,worsens,read,PHB,106,EXPERIENCE,explicit_rule,page-sweep,core,,,
item_magic_item,Magic Device,TRIGGERS,save_matrix,Saving Throw Matrix,item saving throws,,inflicts,read,PHB,105,Saving Throw:,explicit_rule,page-sweep,core,,,
item_magic_item,Magic Device,TRIGGERS,save_matrix,Saving Throw Matrix,save against devices,,inflicts,read,PHB,104,Magical Device Attacks:,explicit_rule,page-sweep,core,,,
race_infravision,Infravision,EXCLUDES,thief_hide_in_shadows,Hide in Shadows,hiding from infravision,no masking heat or cold source nearby,negates,derived,PHB,102,INFRAVISION,explicit_rule,page-sweep,core,,,
rule_holy_symbol,Holy Symbol,GATES,rule_turn_undead,Turning Undead,symbol held forth,,enables,derived,PHB,104,Turning Undead:,explicit_rule,page-sweep,core,,,
rule_immobile,Total Immobility,EXCLUDES,rule_spell_casting,Casting a Spell,casting while immobile,,negates,derived,PHB,100,SPELL CASTING,explicit_rule,page-sweep,core,,,
rule_invisibility,Invisibility,EXCLUDED_FROM,rule_light_source,Light Source,a carried light,,negates,derived,PHB,102,INVISIBLE MOVEMENT,explicit_rule,page-sweep,core,,,
rule_light_source,Light Source,EXCLUDES,cbt_surprise,Surprise,light negates the chance,,negates,derived,PHB,102,SURPRISE,explicit_rule,page-sweep,core,,,
rule_light_source,Light Source,EXCLUDES,race_infravision,Infravision,illumination spoils the capability,,negates,derived,PHB,102,INFRAVISION,explicit_rule,page-sweep,core,,,
rule_prime_requisite,Prime Requisite Experience Bonus,MODIFIES,exp_level,Experience Level,experience bonus,,improves,read,PHB,106,EXPERIENCE,explicit_rule,page-sweep,core,,,
rule_spell_casting,Casting a Spell,CONSUMES,spell_component_material,Material Component,material components,,neutral,derived,PHB,100,SPELL CASTING,explicit_rule,page-sweep,core,,,
rule_spell_level,Spell Level,MODIFIES,spell_casting_time,Casting Time,casting time,,worsens,read,PHB,104,Spell Combat:,explicit_rule,page-sweep,core,,,
rule_time,Time,MODIFIES,rule_hit_points,Hit Points,points restored by rest,,improves,read,PHB,105,HEALING,explicit_rule,page-sweep,core,,,
rule_traps,Traps,TRIGGERS,rule_hit_points,Hit Points,injuring and killing traps,,inflicts,read,PHB,103,"TRAPS, TRICKS, AND ENCOUNTERS",explicit_rule,page-sweep,core,,,
rule_turn_undead,Turning Undead,EXCLUDES,rule_spell_casting,Casting a Spell,other spell activity,,negates,derived,PHB,104,Turning Undead:,explicit_rule,page-sweep,core,,,
rule_uncontrolled_fire,Uncontrolled Fire,EXCLUDES,race_infravision,Infravision,infravision near heat,,negates,derived,PHB,102,INFRAVISION,explicit_rule,page-sweep,core,,,
save_matrix,Saving Throw Matrix,EXCLUDES,cbt_tohit,To-Hit Roll,attack roll required,,negates,derived,PHB,105,COMBAT PROCEDURES,explicit_rule,page-sweep,core,,,
save_matrix,Saving Throw Matrix,GATES,rule_spell_casting,Casting a Spell,save to keep casting,,enables,derived,PHB,104,Spell Combat:,explicit_rule,page-sweep,core,,,
spell_haste,Haste,MODIFIES,cbt_initiative,Initiative,initiative outcome,,improves,read,PHB,104,INITIATIVE,explicit_rule,page-sweep,core,,,
spell_silence_15_radius,"Silence, 15′ Radius",EXCLUDES,spell_component_verbal,Verbal Component,magical silence prevents completion,,negates,derived,PHB,100,SPELL CASTING,explicit_rule,page-sweep,core,,,
spell_slow,Slow,MODIFIES,cbt_initiative,Initiative,initiative outcome,,worsens,read,PHB,104,INITIATIVE,explicit_rule,page-sweep,core,,,
sys_alignment,Alignment,GATES,rule_turn_undead,Turning Undead,command or destroy,,enables,derived,PHB,104,Turning Undead:,explicit_rule,page-sweep,core,,,
sys_equipment,Equipment,CONSTRAINS,cbt_armor_class,Armor Class,foes a shield covers,,worsens,read,PHB,105,Armor Class:,explicit_rule,page-sweep,core,,,
sys_equipment,Equipment,MODIFIES,cbt_armor_class,Armor Class,armour and shield,,improves,read,PHB,105,Armor Class:,explicit_rule,page-sweep,core,,,
thief_find_remove_traps,Find/Remove Traps,EXCLUDES,rule_traps,Traps,traps detected and removed,,negates,derived,PHB,103,"TRAPS, TRICKS, AND ENCOUNTERS",explicit_rule,page-sweep,core,,,
thief_move_silently,Move Silently,EXCLUDES,rule_noise,Noise,movement without sound,,negates,derived,PHB,102,SILENT MOVEMENT,explicit_rule,page-sweep,core,,,
wpn_length,Weapon Length,MODIFIES,cbt_melee,Melee Combat,strike order,,neutral,read,PHB,104,Melee Combat:,explicit_rule,page-sweep,core,,,
wpn_length,Weapon Length,MODIFIES,cbt_tohit,To-Hit Roll,striking a rushing opponent,,improves,read,PHB,105,First Strike:,explicit_rule,page-sweep,core,,,
wpn_speed_factor,Weapon Speed Factor,MODIFIES,cbt_initiative,Initiative,strikes in single combat,,neutral,read,PHB,105,First Strike:,explicit_rule,page-sweep,core,,,
abil_strength,Strength,MODIFIES,rule_parry,Parrying,parry benefit,,improves,read,PHB,105,Melee Combat:,explicit_rule,page-sweep,core,,,
campaign_social_class,Social Class and Rank,CONSTRAINS,rule_poisoned_weapon,Poisoned Weapon,social and legal sanction,,worsens,read,PHB,107,POISON,explicit_rule,page-sweep,core,,,
cbt_breath_weapon,Breath Weapon,TRIGGERS,save_matrix,Saving Throw Matrix,save against breath,,inflicts,read,PHB,104,Breath Weapon Attacks:,explicit_rule,page-sweep,core,,,
cbt_gaze_attack,Gaze Attack,TRIGGERS,save_matrix,Saving Throw Matrix,save against gaze,,inflicts,read,PHB,104,Breath Weapon Attacks:,explicit_rule,page-sweep,core,,,
cbt_morale,Morale,GATES,rule_obedience,Obedience,obedience and reactions,,enables,derived,PHB,106,MORALE,explicit_rule,page-sweep,core,,,
cbt_surprise,Surprise,GATES,rule_magical_control,Magical Control,opportunity to employ,,enables,derived,PHB,104,Magical Control:,explicit_rule,page-sweep,core,,,
hench_loyalty,Loyalty Base,GATES,rule_obedience,Obedience,compliance,,enables,derived,PHB,106,OBEDIENCE,explicit_rule,page-sweep,core,,,
item_magic_item,Magic Device,GATES,rule_magical_control,Magical Control,items conferring control,,enables,derived,PHB,104,Magical Control:,explicit_rule,page-sweep,core,,,
item_ring_regeneration,Ring of Regeneration,EXCLUDES,rule_death,Death,actual death,,negates,derived,PHB,105,DAMAGE,explicit_rule,page-sweep,core,,,
race_infravision,Infravision,EXCLUDED_FROM,rule_mapping,Mapping,mapping by infravision,,negates,derived,PHB,102,MOVEMENT — TIME AND DISTANCE FACTORS,explicit_rule,page-sweep,core,,,
rule_grappling,Grappling,EXCLUDES,spell_component_somatic,Somatic Component,physical restraint prevents completion,,negates,derived,PHB,100,SPELL CASTING,explicit_rule,page-sweep,core,,,
rule_hit_dice,Hit Dice,MODIFIES,xp_monster,Experience Point Value of Monsters,stronger monsters award more,,improves,read,PHB,106,EXPERIENCE,explicit_rule,page-sweep,core,,,
rule_hit_points,Hit Points,TRIGGERS,rule_death,Death,hit points exhausted,,inflicts,read,PHB,105,DAMAGE,explicit_rule,page-sweep,core,,,
rule_light_source,Light Source,GATES,rule_mapping,Mapping,light to map,,enables,derived,PHB,102,MOVEMENT — TIME AND DISTANCE FACTORS,explicit_rule,page-sweep,core,,,
rule_mapping,Mapping,CONSTRAINS,ex_movement_rate,Movement Rate,mapping slows the party,,worsens,read,PHB,102,MOVEMENT — TIME AND DISTANCE FACTORS,explicit_rule,page-sweep,core,,,
rule_noise,Noise,FEEDS_INTO,rule_wandering_monsters,Wandering Monsters,noise attracts additional monsters,,neutral,derived,PHB,103,"TRAPS, TRICKS, AND ENCOUNTERS",explicit_rule,page-sweep,core,,,
rule_parry,Parrying,EXCLUDES,cbt_tohit,To-Hit Roll,return attack,,negates,derived,PHB,105,Melee Combat:,explicit_rule,page-sweep,core,,,
rule_poisoned_weapon,Poisoned Weapon,EXCLUDED_FROM,cbt_melee,Melee Combat,envenoming a weapon,,negates,derived,PHB,107,POISON,explicit_rule,page-sweep,core,,,
rule_poisoned_weapon,Poisoned Weapon,TRIGGERS,save_poison,Saving Throw vs Poison,save on a hit,,inflicts,read,PHB,107,POISON,explicit_rule,page-sweep,core,,,
rule_scroll_spells,Scroll Spells,CONSTRAINS,rule_spell_range,Spell Range,effective caster level,except variable-strength attack spells,worsens,read,PHB,101,SPELL CASTING,explicit_rule,page-sweep,core,,,
rule_scroll_spells,Scroll Spells,EXCLUDED_FROM,spell_component_material,Material Component,material components,,negates,derived,PHB,101,SPELL CASTING,explicit_rule,page-sweep,core,,,
rule_scroll_spells,Scroll Spells,EXCLUDED_FROM,spell_component_somatic,Somatic Component,somatic components,,negates,derived,PHB,101,SPELL CASTING,explicit_rule,page-sweep,core,,,
rule_size,Size Differential,MODIFIES,cbt_armor_class,Armor Class,size differential,,improves,read,PHB,105,Armor Class:,explicit_rule,page-sweep,core,,,
rule_time,Time,FEEDS_INTO,rule_wandering_monsters,Wandering Monsters,check interval,,neutral,derived,PHB,103,"TRAPS, TRICKS, AND ENCOUNTERS",explicit_rule,page-sweep,core,,,
rule_wandering_monsters,Wandering Monsters,MODIFIES,xp_treasure,Experience for Treasure,treasure carried,,worsens,read,PHB,103,"TRAPS, TRICKS, AND ENCOUNTERS",explicit_rule,page-sweep,core,,,
sword_ego_vs_personality,Intelligence and Ego,EXCLUDES,rule_obedience,Obedience,obedience of the sword,,negates,derived,PHB,106,OBEDIENCE,explicit_rule,page-sweep,core,,,
sys_alignment,Alignment,CONSTRAINS,rule_poisoned_weapon,Poisoned Weapon,who may use poison,,worsens,read,PHB,107,POISON,explicit_rule,page-sweep,core,,,
