source_id,source_label,edge_type,target_id,target_label,aspect,condition,book,page,section,explicit,pass
item_pouch_accessibility,Pouch of Accessibility,OVERRIDES,rule_declared_action,Item Retrieval,speaking the name calls the item forth,,UA,102,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_bag_holding,Extradimensional Space Rules,CONSTRAINS,item_pouch_accessibility,Pouch of Accessibility,the same placement strictures apply,,UA,102,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_prison_zagyg,Prison of Zagyg,DERIVED_FROM,cursed_item,Disguised Item,appears an ordinary birdcage,,UA,102,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
spell_detect_magic,Detect Magic,EXCLUDED_FROM,item_prison_zagyg,Prison of Zagyg,detection is unreliable or misleading,,UA,102,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_prison_zagyg,Prison of Zagyg,GATES,spell_anti_magic_shell,Anti-Magic Shell,carries a permanent shell,,UA,102,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_shoes_fharlanghn,Shoes of Fharlanghn,EXCLUDES,fatigue,Fatigue,the wearer never tires from walking,,UA,103,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_shoes_fharlanghn,Shoes of Fharlanghn,MODIFIES,ex_movement_rate,Overland Movement,sustains a high daily pace,,UA,103,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
sys_alignment,Neutral Alignment,GATES,item_shoes_fharlanghn,Additional Powers,further benefits by alignment,,UA,103,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_shoes_fharlanghn,Shoes of Fharlanghn,EXCLUDES,tbl_traps,Snares and Pits,the wearer never steps into them,,UA,103,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
rule_deity,Worship of Fharlanghn,GATES,item_shoes_fharlanghn,Greatest Powers,devotion unlocks the full effect,,UA,103,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_shoes_fharlanghn,Worshiper Powers,EXCLUDES,ex_mapping,Becoming Lost,impossible for the wearer,,UA,103,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_shoes_fharlanghn,Worshiper Powers,EXCLUDES,cbt_surprise,Surprise,nothing walking on earth can surprise the wearer,,UA,103,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_shoes_fharlanghn,Worshiper Powers,GATES,thief_climb_walls,Climb Walls,climbs as a high level thief,,UA,103,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
item_slippers_kicking,Slippers of Kicking,GATES,rule_open_hand_combat,Unarmed Attack,the feet become effective weapons,,UA,103,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep
